Application Date,Planned Completion Date,Facility Name,Facility Owner,Operation Type,Permit Number,Project Type,School Address,School Level,School Name,School Website,Status,URL,Description,Planned Start Date
2/10/21,2/20/21,VARE-WASHINGTON ES,,Renovation,AN21-000152,Minor Removal Project,,Elementary/Middle,Vare-Washington School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=83107779&permit_ID=8060549,WASHINGTON-VARE ES - REM 15 LF ACPI & 3 LF ACPFI IN BASEMENT GIRL'S RESTROOM.,2/12/21
2/10/21,2/9/21,LOGAN ES,,Emergency Renovation,AN21-000151,Incidental Removal Project,,Elementary,James Logan School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=83107702&permit_ID=8060493,LOGAN ES - REM 1 SF OF DEBRIS AND <1 LF ACPI IN BOILER ROOM.,2/9/21
2/10/21,3/1/21,Edwin Forrest School,,Renovation,AN21-000149,Major Removal Project,,Elementary,Edwin Forrest School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=83107413&permit_ID=8060289,Removal of ACPI and Patch and Repair ACPI,2/11/21
2/10/21,2/23/21,HARRINGTON ES,,Emergency Renovation,AN21-000145,Minor Removal Project,,Elementary/Middle,Avery D. Harrington School,,Approved-ASB,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=83106933&permit_ID=8059966,HARRINGTON ES - REM 10 LF ACPI & 2 LF ACPFI IN FAN ROOM 017B.,2/10/21
2/11/16,3/25/16,HOLME ES,,Renovation,AN16-000218,Minor Removal Project,,Elementary,Thomas Holme School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=75616418&permit_ID=2653755,HOLME ES - REM 1000 SF OF VAT IN AUDITORIUM STAGE & REM 200 SF OF VAT IN AUDITORIUM STAGE DRESSING ROOM.,2/16/16
2/11/16,4/29/16,BIRNEY ES,,Renovation,AN16-000216,Minor Removal Project,,Elementary/Middle,Lindley Academy Charter at Birney,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=75616390&permit_ID=2653736,"BIRNEY ES - REM 10 SF VAT IN ROOM 301, REM 5 SF VAT IN TEACHERS LOUNGE, REM 10 SF VAT IN ROOM 203 COAT CLOSET, REM 2 SF VAT IN BASEMETN TEACHERS LOUNGE 009.",2/16/16
2/11/21,3/26/21,Feltonville Intermediate School,,Renovation,AN21-000155,Major Removal Project,,Elementary,Feltonville Intermediate School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=83110524&permit_ID=8062029,Abatement of 133 SF Total of Pipe & Pipe Insulation at Felton I.S,2/23/21
2/11/21,2/11/21,PARKWAY WEST MYA @ SULZBERGER,,Renovation,AN21-000157,Incidental Removal Project,,Middle,Middle Years Alternative School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=83111134&permit_ID=8062458,PARKWAY WEST MYA @ SULZBERGER - CAP <1 LF ACPI & <1 SF of Debris IN 101 & <1 LF ACPI & <1 SF of DebrisIN 108.,2/11/21
2/11/21,2/15/21,ROWEN ES,,Emergency Renovation,AN21-000158,Incidental Removal Project,,Elementary,William Rowen School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=83111205&permit_ID=8062536,ROWEN ES,2/11/21
2/12/16,9/2/16,POLLOCK ES,,Renovation,AN16-000221,Minor Removal Project,,Elementary,Robert B. Pollock School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=75617679&permit_ID=2654348,"POLLOCK ES - REM 25 SF OF VAT IN ROOM 107. REM 16 SF VAT in Hall by Room3., 9 sf in rm 101 & 35 sf in Kitchen. 05/26/16-added: REM 100 SF VAT in Cafeteria. REM 4 LF ACPI in Main office PC for fountains, 36 SF VAT in Main Office, REM 24 SF in Portable #2.",2/16/16
2/12/16,3/25/16,SPRUANCE ES,,Renovation,AN16-000222,Minor Removal Project,,Elementary/Middle,Gilbert Spruance School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=75617685&permit_ID=2654352,"SPRUANCE ES - REM 60 SF OF VAT IN 2ND FLOOR HALL, REM 10 SF VAT IN AUDITORIUM, REM 36 SF VAT IN ROOM 106, REM 36 SF OF VAT IN AUDITORIUM BY EXIT B.",2/16/16
2/12/19,3/8/19,MAYFAIR ES,,Renovation,AN19-000163,Minor Removal Project,,Elementary/Middle,Mayfair School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=79139028&permit_ID=4969825,"MAYFAIR ES - REM <1 LF ACPFI IN NURSE OFFICE 122, 100 SF OF VAT IN AUDITORIUM, 4 LF ACPI IN PIPE CHASE IN CUSTODIAL CLOSET NEXT TO KINDERGARTEN AREA, CAP 1 LF ACPI IN 107.",2/13/19
2/12/20,2/29/20,BARTON ES,,Emergency Renovation,AN20-000185,Major Removal Project,,Elementary,Clara Barton School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=81397811&permit_ID=6899216,"BARTON ES - REM 85 LF ACPI/ACPFI IN CLASSROOM B8, REM 18 LF ACPI & 4 LF ACPFI IN NURSE'S OFFICE.",2/12/20
2/12/21,2/21/21,BARTON ES,,Renovation,AN21-000162,Major Removal Project,,Elementary,Clara Barton School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=83113914&permit_ID=8064265,BARTON ES - CAP OF 15 WORK AREAS,2/15/21
2/13/18,3/9/18,BARTON ES,,Renovation,AN18-000191,Minor Removal Project,,Elementary,Clara Barton School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=77916066&permit_ID=4145711,"BARTON ES - CAP 5 LF ACPI IN 111 COAT ROOM, 2 LF ACPI IN 110 COAT ROOM, 2 LF ACPI IN 100, 2 LF ACPI IN 201.",2/14/18
2/13/18,3/9/18,FRANKFORD HS,,Renovation,AN18-000190,Minor Removal Project,,High,Frankford High School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=77916041&permit_ID=4145690,"FRANKFORD HS - CAP <1 LF ACPFI IN BASEMETN AHU/MECHANICAL ROOM, CAP 3 LF ACPI IN BASEMENT NORTH HALL OUTSIDE 23-27, CAP <1 LF ACPI IN BASEMENT BE OFICE, REM 15 LF ACPI IN OLD WING; 2ND FLOOR BALCONY ACROSS 212.",2/14/18
2/13/18,3/9/18,WELSH ES,,Renovation,AN18-000189,Incidental Removal Project,,Elementary/Middle,John Welsh School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=77915987&permit_ID=4145668,"WELSH ES - REM <1 LF ACPFI IN GYM STORAGE ROOM, REM <1 LF ACPFI IN 4TH FLR GIRLS RESTROOM PIPE CHASE, REM 6 SF OF VAT IN 4TH FLR JANITOR SUPPLY CLOSET ENTRANCE, 6 SF OF VAT IN 3RD FLR FRONT OF WATER FOUNTAIN.",2/14/18
2/13/19,6/30/19,BRYANT PROMISE ACADEMY,,Renovation,AN19-000169,Minor Removal Project,,Elementary/Middle,William C. Bryant School,,Approved-ABS,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=79140765&permit_ID=4970721,BRYANT PROMISE ACADEMY - REM 6 LF ACPI IN CLASSROOM 207.,2/14/19
2/13/19,3/22/19,PENN TREATY HS,,Renovation,AN19-000168,Non Friable Removal,,Middle/High,Penn Treaty High School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=79140728&permit_ID=4970694,"PENN TREATY HS - REM 64 SF OF VAT IN ELEVATOR ON BERKS STREET SIDE, 135 sf of vat in school police office, 3 sf of vat in nurses office 205, 20 sf of vat in computer servicer room near main office..",2/14/19
2/13/19,3/22/19,MARTHA WASHINGTON ES,,Renovation,AN19-000165,Major Removal Project,,Elementary/Middle,Martha Washington School,,Final Documentation Overd,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=79140613&permit_ID=4970607,"MARTHA WASHINGTON ES - REM 24 LF ACPI IN ROOM 102 CLOSET #2, 37 LF ACPI IN ROOM 102 RESTROOM, 35 LF ACPI IN ROOM 102.",2/14/19
2/13/20,3/31/20,Clara Barton School,,Emergency Renovation,AN20-000191,Major Removal Project,,Elementary,Clara Barton School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=81399708&permit_ID=6900374,Emergency notification for several areas of school to be abated or encapsulated pipe ins.,2/14/20
2/13/20,9/7/20,PRINCE HALL ES,,Renovation,AN20-000192,Minor Removal Project,,Elementary,Prince Hall School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=81399728&permit_ID=6900391,PRINCE HALL ES - REM 3 SF OF ROPE & 3 SF OF PACKING FROM BOILER #1.,2/14/20
2/14/18,3/9/18,ETHAN ALLEN ES,,Renovation,AN18-000196,Incidental Removal Project,,Elementary/Middle,Ethan Allen School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=77917859&permit_ID=4146646,ETHAN ALLEN ES - CAP 2 LF ACPI IN CLASSROOM 208.,2/15/18
2/14/18,3/9/18,TAYLOR ES,,Renovation,AN18-000197,Small Removal Project,,Elementary,Bayard Taylor School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=77917913&permit_ID=4146681,TAYLOR ES - REM 3 LF ACPFI IN COAT ROOM ACROSS AUDITORIUM/GYMATORIUM.,2/15/18
2/14/18,3/9/18,ANNE FRANK ES,,Renovation,AN18-000194,Incidental Removal Project,,Elementary,Anne Frank School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=77917791&permit_ID=4146612,"FRANK ES - REM <1 LF ACPFI IN BOILER ROOM, CAP <1 LF ACPFI IN 101, <1 LF ACPFI IN 102, 1 LF ACPFI IN COUNSELOR OFFICE, REM 500 SF OF VAT IN 3RD FLOOR HALL BY BATHROOMS, CAP <1 LF ACPFI IN WOMEN'S RESTROOM NEAR CAFETERIA.",2/15/18
2/14/19,6/21/19,SOUTH PHILA HS,,Renovation,AN19-000172,Non Friable Removal,,High,South Philadelphia High School,,Approved-ABS,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=79143048&permit_ID=4972079,"SOUTH PHILA HS - REM 960 SF OF VAT IN 307, 450 SF OF VAT IN GYM FOYER TO BROAD STREET PARKING LOT NORTH END, 450 SF OF VAT IN GYM FOYER TO BROAD STREET PARKING LOT SOUTH END, 25 SF OF VAT IN BASEMENT CAFETERIA.",2/15/19
2/14/19,2/22/19,CREIGHTON UNIVERSAL CHARTER SCHOOL,,Renovation,AN19-000171,Minor Removal Project,,Elementary/Middle,Universal Charter School at Creighton,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=79142934&permit_ID=4971974,UNIVERSAL CREIGHTON CHARTER SCHOOL - REM 24 LF ACPI IN HALLWAY FROM STS OFFICE 211 TO CLASSROOM 208.,2/15/19
2/14/20,2/17/20,ANDERSON ES,,Renovation,AN20-000197,Non Friable Removal,,Elementary/Middle,Add B. Anderson School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=81402308&permit_ID=6901737,"ANDERSON ES - CAP 20 SF OF TANSITE CLOSET IN 105, 4 SF OF TRANSITE STALL IN 105 RESTROOM, 20 SF TRANSITE CLOSET IN 108, 4 SF OF TRANSITE STALL IN 108 RESTROOM, 2 SF OF TRANSITE STALL IN WOMEN'S RESTROOM 101B.",2/15/20
2/14/20,3/1/20,GIRARD ES,,Renovation,AN20-000196,Minor Removal Project,,Elementary,Stephen Girard School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=81402293&permit_ID=6901729,Girard ES - REM 14 LF ACPFI IN ROOM 315 PIPE CHASE FOR BOY'S RESTROOM.,2/15/20
2/15/17,2/17/17,M. WASHINGTON ES,,Emergency Renovation,AN17-000159,Minor Removal Project,,Elementary/Middle,Martha Washington School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=76906757&permit_ID=3521240,M. WASHINGTON ES - REM 5 LF ACPI & 1 LF ACPFI IN BE OFFICE AND 16 SF OF VAT IN MAIN OFFICE.,2/15/17
2/15/18,3/9/18,E.M. STANTON ES,,Renovation,AN18-000201,Minor Removal Project,,Elementary/Middle,Edwin M. Stanton School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=77918413&permit_ID=4146957,"EM STANTON ES - REM 3 LF ACPFI & 4 LF ACPi & 2 SF OF VENT PACK INSULATION IN BASEMENT FAN ROOM, 2 LF ACPFI IN BASEMENT FAN ROOM PIPE CLOSET, CAP 2 LF ACPFI & 2 LF ACPI IN BOILER ROOM, CAP 4 LF ACPI IN BOY'S RESTROOM STORAGE, CAP 2 LF ACPI IN CLASSROOM 1, CAP 3 LF ACPI IN CLASSROOM 2, CAP 4 LF ACPFI IN MAINTENANCE RESTROOM, CAP 2 LF ACPFI IN BASEMENT GIRLS RESTROOM & REM 5 LF ACPI IN BOILER ROOM NORTH SIDE BY BOILER LOUVER.",2/16/18
2/15/18,2/23/18,KEY ES,,Renovation,AN18-000204,Minor Removal Project,,Elementary,Francis S. Key School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=77919471&permit_ID=4147576,Key ES - REM 12 LF ACPI IN BOILER ROOM.,2/16/18
2/15/18,2/23/18,SPRUANCE ES,,Renovation,AN18-000205,Minor Removal Project,,Elementary/Middle,Gilbert Spruance School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=77919479&permit_ID=4147582,SPRUANCE ES - REM 5 LF ACPI IN CRAWLSPACE.,2/16/18
2/16/17,7/31/17,John L. Kinsey School,,Renovation,AN17-000163,Major Removal Project,,Elementary/Middle,John L. Kinsey School (Closed),,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=76907883&permit_ID=3521727,Removal and disposal of asbestos containing materials that are listed on the Scope of Work provided by Synertech Inc.,3/2/17
2/16/18,3/9/18,HAMILTON ES,,Renovation,AN18-000212,Minor Removal Project,,Elementary/Middle,Andrew Hamilton School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=77921295&permit_ID=4148526,"HAMILTON ES - REM 20 SF OF PIPE WALL PENETRATION PACKING DEBRIS IN: HALLWAY OUTSIDE GIRLS RESTROOM 325, HALLWAY OUTSIDE ELECTRICAL ROOM 326S & HALLWAY OUTSIDE STORAGE ROOM 330S, REM 10 SF OF VAT IN ROOM 130.",2/20/18
2/16/18,3/9/18,SCIENCE LEADERSHIP ACADEMY @ BEEBER,,Renovation,AN18-000214,Minor Removal Project,,Middle/High,The Science Leadership Academy at Beeber,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=77921318&permit_ID=4148541,SCIENCE LEADERSHIP ACADEMY @ BEEBER MS - REM 15 LF ACPI & <1 LF ACPFI IN 2ND FLOOR HALL ACROSS LIBRARY 210.,2/20/18
2/16/18,3/9/18,ARTHUR ES,,Renovation,AN18-000208,Incidental Removal Project,,Elementary/Middle,Chester A. Arthur School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=77921170&permit_ID=4148430,ARTHUR ES - REM <1 LF ACPFI IN STORAGE ROOM NEAR BOILER ROOM DOOR.,2/20/18
2/16/18,3/9/18,CHILDS ES (OLD BARRATT MS),,Renovation,AN18-000207,Minor Removal Project,,Elementary/Middle,George W. Childs School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=77921117&permit_ID=4148403,CHILDS ES (OLD BARRATT MS) - REM 15 LF ACPI IN STAIRS ADJ 404 & REM 10 LF ACPI IN STAIRS ADJ 105A.,2/20/18
2/16/21,2/20/21,Masterman High School,,Renovation,AN21-000173,Minor Removal Project,,Middle/High,Julia R. Masterman School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=83003566&permit_ID=8066912,Removal of Heat Shield by tenting and bagging.,2/17/21
2/16/21,2/20/21,ELKIN ES,,Renovation,AN21-000174,Non Friable Removal,,Elementary,Lewis Elkin School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=83118281&permit_ID=8067118,"ELKIN ES - REM 240SF OF VAT IN HALL OUTSIDE 217 & 218, REM 24 SF OF VAT IN TEACHER LOUNGE, REM 23 SF OF VAT IN STAIRWELL 4 HALLWAY.",2/15/21
2/17/16,2/16/16,Widener Memorial School,,Renovation,AN16-000238,Minor Removal Project,,Elementary/Middle/High,Widener Memorial School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=75622605&permit_ID=2656646,"nf1 floor tile and mastic Room 102A storage, Room 22 closet",2/15/16
2/17/17,3/3/17,LOGAN ES,,Emergency Renovation,AN17-000181,Minor Removal Project,,Elementary,James Logan School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=76909854&permit_ID=3522732,"LOGAN ES - REM <1 LF ACPI IN ROOM 209 (EMERGENCY), CAP 2 LF ACPI & 1 LF ACPFI IN ROOM 0B4, 2 LF ACPI IN ROOM 0B5, <1 LF ACPFI IN ROOMS 107, 108, 204A, 205B, <1 LF ACPI IN ROOMS 301A, 305, 201A, 206.",2/17/17
2/17/21,2/21/21,Kensington High School,,Renovation,AN21-000176,Minor Removal Project,,High,Kensington High School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=83120505&permit_ID=8068463,ACPI,2/19/21
2/18/16,3/11/16,FS EDMONDS ES,,Renovation,AN16-000240,Minor Removal Project,,Elementary/Middle,Franklin S. Edmonds School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=75584197&permit_ID=2657050,FS EDMONDS ES - REVISION - EXTEND COMPLETION DATE TO 03/11/16,1/29/16
2/18/16,3/11/16,BARRATT MS,,Renovation,AN16-000243,Minor Removal Project,,Elementary/Middle,George W. Childs School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=75623695&permit_ID=2657160,"BARRATT MS - REM 15 LF ACPI IN 1ST FLOOR BOY'S PIPECHASE, REM 10 SF OF DEBRIS IN 1ST FLOOR GIRLS PIPECHASE EAST SIDE, REM 3 LF ACPFI IN 1ST FLOOR GIRLS PIPECHASE WEST SIDE ACCESS THROUGH 104.",2/19/16
2/18/16,2/19/16,Frankford H S,,Renovation,AN16-000245,Minor Removal Project,,High,Frankford High School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=75623804&permit_ID=2657225,fri debris attic above the gymnasium,2/18/16
2/18/20,2/23/20,BREGY ES,,Renovation,AN20-000215,Minor Removal Project,,Elementary/Middle,F. Amedee Bregy School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=81408948&permit_ID=6906318,BREGY ES - REM 50 SF OF HEAT SHIELD INSULATION BEHIND RADIATORS & ON ACCESS PANEL DOORS.,2/19/20
2/18/20,2/26/20,CASSIDY ACADEMICS PLUS SCHOOL,,Renovation,AN20-000216,Small Removal Project,,Elementary/Middle,Lewis C. Cassidy Academics Plus School,,Approved-ASB,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=81408954&permit_ID=6906324,CASSIDY ACADEMICS PLUS SCHOOL - REM 2 LF ACPFI IN CLASSROOM B-8 ABOVE CEILING IN BACK OF ROOM.,2/19/20
2/18/20,3/17/20,SCIENCE LEADERSHIP ACADEMY @ BEEBER,,Renovation,AN20-000214,Minor Removal Project,,Middle/High,The Science Leadership Academy at Beeber,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=81408931&permit_ID=6906305,SCIENCE LEADERSHIP ACADEMY (SLA) @ BEEBER: REM 20 LF ACPI IN BOY'S GYMNASIUM.,2/25/20
2/19/16,4/29/16,RICHMOND ES,,Renovation,AN16-000252,Major Removal Project,,Elementary,Richmond School,,Issued-ASB,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=75625194&permit_ID=2657933,"RICHMOND ES - REM 20 LF ACPI IN Basement Boys Rm, REM 9 LF ACPI IN Room A-1 [left], REM 2 LF ACPI IN Room A-1, REM 6 LF ACPI IN Rm 104, REM 25 SF VAT IN CAFETERIA. REM <1 LF ACPFI IN RM 106B-RM 106 STORAGE, REM 2 LF ACPFI IN STAIRWELL ACROSS 304, REM <1 LF ACPFI IN ROOM 003-MUSIC/SCIENCE RM, CAP 2 SF DUCT INSULATION IN BOIELR ROOM & REM <1 LF ACPFI IN STAFF RESTROOM-END OF HALL BY BOY'S RR. rem 36 lf acpi in 3rd floor stairwell by 303.",2/22/16
2/19/16,4/1/16,FORREST ES,,Renovation,AN16-000247,Incidental Removal Project,,Elementary,Edwin Forrest School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=75607379&permit_ID=2657704,FORREST ES - REVISION - START & COMPLETION DATES ONLY: 02/29 - 04/01/16,2/29/16
2/19/20,2/23/20,CW HENRY ES,,Emergency Renovation,AN20-000218,Minor Removal Project,,Elementary/Middle,Charles W. Henry School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=81411362&permit_ID=6907722,CW HENRY ES - REM 20 LF ACPI & 5 SF OF DEBRIS IN ROOM B-5.,2/19/20
2/19/21,2/27/21,CARNELL ES,,Renovation,AN21-000182,Minor Removal Project,,Elementary,Laura H. Carnell School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=83126873&permit_ID=8073164,"CARNELL ES - REM 15 LF ACPI IN 203, CAP 30 SF OF DUCT INSULATION IN BOILER ROOM.",2/22/21
2/19/21,2/22/21,GOMPERS ES,,Renovation,AN21-000181,Non Friable Removal,,Elementary/Middle,Samuel Gompers School,,Closed,https://www.citizenserve.com/Portal/PortalController?Action=viewPortalCase&type=Permit&workOrder_ID=83126842&permit_ID=8073139,"GOMPERS ES - REM 10 SF OF VAT IN MAIN LOBBY HATCH, 10 SF OF VAT IN NURSES OFFICE, 1 SF OF VAT IN 2ND FLOOR MAIN HALL.",2/20/21
